calle,colonia,geometry,municipio
Calle Francisco Zambrano,VALLE HERMOSO 1 SECT,"POLYGON Z ((-100.22169999995486 25.687040000395882 0, -100.22124000032562 25.68748999956398 0, -100.22036999977553 25.687470000440328 0, -100.21946000007881 25.68743999995621 0, -100.21950999968658 25.686949999842795 0, -100.21956000019372 25.68643999970641 0, -100.21960999980149 25.685989999638934 0, -100.2196800003316 25.68552000044781 0, -100.21972000037755 25.68505000035742 0, -100.21976999998537 25.684589999828802 0, -100.21981999959314 25.683959999554475 0, -100.22151000018619 25.68401000006162 0, -100.2214599996791 25.684660000358917 0, -100.2214300000943 25.685130000449305 0, -100.22137999958716 25.685610000101576 0, -100.22139999961013 25.685890000423342 0, -100.22210000041451 25.68571000021649 0, -100.22208999995337 25.68706999998068 0, -100.22169999995486 25.687040000395882 0))",
Privada Mariano Paredes,VICENTE GUERRERO,"POLYGON Z ((-100.22440999992142 25.693989999838777 0, -100.22381999969309 25.693699999955186 0, -100.22342999969459 25.69335000000268 0, -100.22217000004531 25.691680000331928 0, -100.2216500003471 25.690989999988687 0, -100.2224599999289 25.690680000082125 0, -100.22288999997335 25.691370000425366 0, -100.22299000008826 25.69127999987228 0, -100.22317999985694 25.69125999984925 0, -100.22344999971756 25.69111000012657 0, -100.22360000033962 25.691059999619426 0, -100.22438000033662 25.691039999596455 0, -100.2253799996871 25.69111000012657 0, -100.2254300001942 25.690640000036126 0, -100.22549999982499 25.68971000031644 0, -100.22555000033208 25.689260000248964 0, -100.22557999991693 25.68871999962846 0, -100.22451999959816 25.68864000043584 0, -100.22334999960265 25.688569999905724 0, -100.22196999981549 25.68846999979081 0, -100.22089000037306 25.6883810001832 0, -100.2210349998652 25.6879160003233 0, -100.2214199996331 25.68797000011557 0, -100.22198999983846 25.68801000016157 0, -100.22340000010979 25.68811000027648 0, -100.22457000010525 25.688170000345394 0, -100.22561000040105 25.688250000437336 0, -100.22670000030462 25.688309999606986 0, -100.22775000016225 25.68838999969887 0, -100.2297699997855 25.68852999985978 0, -100.23003999964612 25.688569999905724 0, -100.2299900000383 25.688999999950227 0, -100.22994999999236 25.689470000040615 0, -100.22992999996939 25.68955999969438 0, -100.22990000038453 25.690009999761855 0, -100.22982999985447 25.6904799998523 0, -100.22982000029265 25.690660000059097 0, -100.2297699997855 25.69094999994269 0, -100.2297400002007 25.691190000218512 0, -100.22972000017774 25.69144999961793 0, -100.22972999973956 25.69164000028593 0, -100.22978000024665 25.691959999754374 0, -100.22978999980847 25.69209999991523 0, -100.22984999987744 25.69246999989076 0, -100.22988000036156 25.692710000166528 0, -100.22992999996939 25.69300000005012 0, -100.22966999967059 25.693069999680915 0, -100.22953000040906 25.693109999726857 0, -100.22828999988343 25.693439999656448 0, -100.22754999993242 25.693639999886273 0, -100.22590000028464 25.69408999995369 0, -100.2253799996871 25.694139999561514 0, -100.22490999959666 25.69410999997666 0, -100.22440999992142 25.693989999838777 0))",
Privada 2da.,21 DE ENERO,"POLYGON Z ((-100.21258000026666 25.692280000122082 0, -100.21264000033563 25.69185000007758 0, -100.21272000042751 25.691390000448337 0, -100.21297999982698 25.69006999983077 0, -100.21158000001685 25.68981000043135 0, -100.21026999986043 25.68865999955949 0, -100.21086000008876 25.68852999985978 0, -100.21151000038606 25.688360000114074 0, -100.21219000026815 25.688300000045103 0, -100.21096000020367 25.687029999934737 0, -100.21049999967511 25.686530000259495 0, -100.21041000002134 25.686430000144583 0, -100.21028999988346 25.686300000444817 0, -100.20999999999987 25.686009999661906 0, -100.21032000036757 25.685969999615963 0, -100.21061999981299 25.685949999592992 0, -100.21075999997385 25.685940000031167 0, -100.21221999985295 25.685940000031167 0, -100.21367999973205 25.685960000054138 0, -100.213719999778 25.685739999801342 0, -100.21387000040005 25.685739999801342 0, -100.21509999956515 25.685759999824313 0, -100.2159999997001 25.685799999870255 0, -100.21625999999884 25.6858100003314 0, -100.21623999997587 25.68394999999265 0, -100.2163499996526 25.68394999999265 0, -100.21734000034058 25.683909999946707 0, -100.21860999955169 25.683929999969678 0, -100.21901000001134 25.683940000430823 0, -100.21981999959314 25.683959999554475 0, -100.21976999998537 25.684589999828802 0, -100.21972000037755 25.68505000035742 0, -100.2196800003316 25.68552000044781 0, -100.21960999980149 25.685989999638934 0, -100.21956000019372 25.68643999970641 0, -100.21950999968658 25.686949999842795 0, -100.21946000007881 25.68743999995621 0, -100.22036999977553 25.687470000440328 0, -100.22124000032562 25.68748999956398 0, -100.2210349998652 25.6879160003233 0, -100.22089000037306 25.6883810001832 0, -100.22083000030415 25.6889799999272 0, -100.22079000025815 25.689069999580965 0, -100.22081000028112 25.68912000008811 0, -100.22075999977403 25.689209999741877 0, -100.22063000007432 25.68924999978782 0, -100.2203600002137 25.690020000223 0, -100.21991999970805 25.689909999646943 0, -100.21964000028561 25.689889999623972 0, -100.21923999982596 25.689889999623972 0, -100.21886000028866 25.68998000017706 0, -100.21853000035907 25.690089999853797 0, -100.21814000036056 25.690319999668418 0, -100.21769000029315 25.690660000059097 0, -100.21718999971858 25.69107000008063 0, -100.21630000004484 25.691810000031637 0, -100.2159999997001 25.69201000026146 0, -100.2151500000723 25.692500000374878 0, -100.2141200002377 25.692989999588974 0, -100.21277000003533 25.693619999863245 0, -100.21231000040603 25.69386000013907 0, -100.21238000003683 25.69345999967942 0, -100.2124299996446 25.693149999772857 0, -100.21244000010574 25.693049999657944 0, -100.21248000015174 25.69281000028144 0, -100.21248999971357 25.692739999751325 0, -100.21250000017471 25.692690000143557 0, -100.21258000026666 25.692280000122082 0))",
Privada 3ra.,FRACC EL CHAPARRAL,"POLYGON Z ((-100.2025600004435 25.68477999959748 0, -100.20306999968057 25.685169999595985 0, -100.2016899998934 25.685400000309926 0, -100.20135000040204 25.684480000152064 0, -100.20149099970973 25.684311999599288 0, -100.20152999970958 25.6841599997843 0, -100.20154000017072 25.683970000015677 0, -100.20191000014626 25.68388000036191 0, -100.20215999998385 25.684859999689422 0, -100.2025600004435 25.68477999959748 0))",
Privada Francisco Zambrano,IGNACIO ZARAGOZA,"POLYGON Z ((-100.22580999973155 25.68602000012305 0, -100.22584000021567 25.68573000023946 0, -100.2258479996853 25.68530699961849 0, -100.22638600021361 25.68514900042618 0, -100.22700600002673 25.68512800035711 0, -100.22767300020865 25.68511699984981 0, -100.22808300023013 25.684979999827306 0, -100.22876100001997 25.68477999959748 0, -100.22932299985644 25.684589999828802 0, -100.22973299987791 25.684601000336045 0, -100.22982000029265 25.68306999988073 0, -100.23046999969057 25.68286000008908 0, -100.23060999985148 25.68286000008908 0, -100.23111000042604 25.682820000043137 0, -100.23159999964014 25.682800000020165 0, -100.23200000009979 25.68278999955902 0, -100.23196000005379 25.68335999976432 0, -100.23194999959264 25.683470000340435 0, -100.23189000042305 25.68434999955298 0, -100.23231000000635 25.684389999598977 0, -100.23222000035258 25.685019999873248 0, -100.23177000028511 25.68497000026548 0, -100.2317100002162 25.68544999991775 0, -100.23165999970905 25.685910000446313 0, -100.23159999964014 25.68637999963744 0, -100.23153999957117 25.686880000212 0, -100.23148000040158 25.687399999910213 0, -100.23140999987146 25.687999999700367 0, -100.23003999964612 25.687899999585454 0, -100.23005000010727 25.688480000251957 0, -100.23003999964612 25.688569999905724 0, -100.2297699997855 25.68852999985978 0, -100.22775000016225 25.68838999969887 0, -100.22670000030462 25.688309999606986 0, -100.22561000040105 25.688250000437336 0, -100.22457000010525 25.688170000345394 0, -100.22340000010979 25.68811000027648 0, -100.22198999983846 25.68801000016157 0, -100.2214199996331 25.68797000011557 0, -100.2210349998652 25.6879160003233 0, -100.22124000032562 25.68748999956398 0, -100.22169999995486 25.687040000395882 0, -100.22208999995337 25.68706999998068 0, -100.22348000020168 25.687179999657417 0, -100.22389999978503 25.687210000141533 0, -100.22442000038257 25.687239999726387 0, -100.22463999973604 25.687250000187532 0, -100.22510999982649 25.68727999977233 0, -100.22570000005481 25.687319999818328 0, -100.22572999963961 25.68694000028097 0, -100.22574000010076 25.686769999635942 0, -100.22578000014676 25.68649999977532 0, -100.22580999973155 25.68602000012305 0))",
José María Pinosuárez,LA JOYITA,"POLYGON Z ((-100.20306999968057 25.685169999595985 0, -100.2025600004435 25.68477999959748 0, -100.20215999998385 25.684859999689422 0, -100.20191000014626 25.68388000036191 0, -100.20154000017072 25.683970000015677 0, -100.20154000017072 25.683580000017173 0, -100.2015600001937 25.683299999695407 0, -100.20143199968686 25.68254800009032 0, -100.20111000012628 25.681059999819297 0, -100.2013399999409 25.681039999796326 0, -100.20289000037309 25.68095000014256 0, -100.20345000011724 25.680899999635415 0, -100.20388999972357 25.680789999958677 0, -100.20427000016025 25.681521000394014 0, -100.20474999981246 25.68219499999941 0, -100.20480999988143 25.682619999813312 0, -100.20493999958114 25.68300000024999 0, -100.20472000022767 25.683029999834787 0, -100.20490999999635 25.68339999981032 0, -100.20523000036405 25.683310000156553 0, -100.20538000008679 25.68366999967094 0, -100.20517000029514 25.683740000201 0, -100.20536000006382 25.68407000013059 0, -100.20564000038559 25.683979999577502 0, -100.2057700000853 25.684420000083094 0, -100.20507999974205 25.684709999966685 0, -100.20445999992893 25.68491000019651 0, -100.20392999976951 25.685030000334393 0, -100.20306999968057 25.685169999595985 0))",
Calle Lucas Alamán,LA JOYA CTM,"POLYGON Z ((-100.19916999969558 25.684739999551482 0, -100.20016000038356 25.684389999598977 0, -100.20033000012927 25.68431999996818 0, -100.20033000012927 25.683959999554475 0, -100.2003399996911 25.683559999994145 0, -100.20035000015224 25.683109999926728 0, -100.20076000017372 25.683120000387873 0, -100.20100000044954 25.683120000387873 0, -100.20115999973405 25.683160000433816 0, -100.2015600001937 25.683299999695407 0, -100.20154000017072 25.683580000017173 0, -100.20154000017072 25.683970000015677 0, -100.20152999970958 25.6841599997843 0, -100.20149099970973 25.684311999599288 0, -100.20135000040204 25.684480000152064 0, -100.2016899998934 25.685400000309926 0, -100.20072000012777 25.68555999959449 0, -100.20057999996686 25.68557999961746 0, -100.19852999985943 25.685940000031167 0, -100.19821999995287 25.68536999982581 0, -100.199021000019 25.68522300024142 0, -100.19929600011017 25.68509100044946 0, -100.19916999969558 25.684739999551482 0))",
Lucas Alaman,LAS QUINTAS,"POLYGON Z ((-100.21297999982698 25.69006999983077 0, -100.21272000042751 25.691390000448337 0, -100.21264000033563 25.69185000007758 0, -100.21258000026666 25.692280000122082 0, -100.21250000017471 25.692690000143557 0, -100.21248999971357 25.692739999751325 0, -100.21248000015174 25.69281000028144 0, -100.21244000010574 25.693049999657944 0, -100.2124299996446 25.693149999772857 0, -100.21238000003683 25.69345999967942 0, -100.21231000040603 25.69386000013907 0, -100.21172999973953 25.694060000368893 0, -100.2113300001792 25.69412999999969 0, -100.21086999965064 25.694139999561514 0, -100.21053999972105 25.69410999997666 0, -100.21034000039054 25.69406999993072 0, -100.20999000043804 25.693969999815806 0, -100.20979000020822 25.69388000016204 0, -100.2094800003016 25.693719999978157 0, -100.2093299996796 25.69361000030142 0, -100.20913999991092 25.693439999656448 0, -100.2075799999169 25.692220000053112 0, -100.20724000042554 25.691939999731346 0, -100.20679000035807 25.691540000171017 0, -100.20661000015122 25.691339999941192 0, -100.20529999999485 25.690009999761855 0, -100.20700000014972 25.68945700034044 0, -100.20788999982346 25.689220000203022 0, -100.20831999986797 25.689129999649936 0, -100.20899000018824 25.6889799999272 0, -100.20961000000136 25.688810000181547 0, -100.21012000013775 25.68869999960549 0, -100.21026999986043 25.68865999955949 0, -100.21158000001685 25.68981000043135 0, -100.21297999982698 25.69006999983077 0))",
Calle General José Joaquín Herrera,ROSITA 4TO SECT,"POLYGON Z ((-100.19840999972155 25.681610000001683 0, -100.19889699969661 25.6828830002504 0, -100.19902600024955 25.68360500027069 0, -100.19910000006479 25.68388000036191 0, -100.198879999812 25.68388000036191 0, -100.19801999972304 25.68407000013059 0, -100.19789000002334 25.684119999738357 0, -100.19754000007077 25.683749999762824 0, -100.19784000041551 25.683430000294436 0, -100.19791999960813 25.68331999971838 0, -100.1979399996311 25.68319000001867 0, -100.19793000006928 25.68308000034193 0, -100.19789000002334 25.682989999788845 0, -100.19606999973053 25.682699999905253 0, -100.19567999973208 25.6825199996984 0, -100.19581999989293 25.682189999768866 0, -100.19604999970755 25.681750000162538 0, -100.19626000039852 25.6810300002345 0, -100.19704999995736 25.68126000004912 0, -100.19756999965563 25.68134999970289 0, -100.1981700003451 25.68130000009512 0, -100.19838999969858 25.681420000233004 0, -100.19848999981349 25.6814499998178 0, -100.19862000041252 25.681420000233004 0, -100.19840999972155 25.681610000001683 0))",
José Trinidad Villagómez,VALLE HERMOSO 3 SECT,"POLYGON Z ((-100.19945000001735 25.688079999792308 0, -100.19971000031609 25.688090000253453 0, -100.20035999971407 25.68801000016157 0, -100.20037000017521 25.688300000045103 0, -100.20086000028863 25.68842999974487 0, -100.20057999996686 25.68893000031943 0, -100.20053999992092 25.689069999580965 0, -100.20053999992092 25.689260000248964 0, -100.20059999998983 25.689739999901235 0, -100.20059999998983 25.689889999623972 0, -100.20047000029012 25.689969999715856 0, -100.20014000036059 25.690049999807798 0, -100.19988999962362 25.690100000314942 0, -100.1995900001782 25.690109999876768 0, -100.19932999987947 25.690100000314942 0, -100.19821000039104 25.68994000013106 0, -100.19825000043704 25.689690000293467 0, -100.19828999958366 25.68949999962547 0, -100.19840000015972 25.689089999603937 0, -100.19864000043555 25.689109999626965 0, -100.1988100001812 25.688440000206015 0, -100.19891000029611 25.68799000013854 0, -100.19945000001735 25.688079999792308 0))",
Calle General Manuel Gómez Pedraza,HACIENDA LOS LERMAS 1 SECT,"POLYGON Z ((-100.18968999959367 25.687459999979183 0, -100.18974000010076 25.687330000279474 0, -100.18974999966258 25.68682000014303 0, -100.18976000012378 25.68641999968338 0, -100.18976000012378 25.68602000012305 0, -100.18978000014675 25.685570000055634 0, -100.18976999968561 25.685269999710897 0, -100.1898200001927 25.68518000005713 0, -100.18992999986943 25.685149999573014 0, -100.19017999970708 25.685149999573014 0, -100.19033999989091 25.685130000449305 0, -100.1904499995677 25.685070000380392 0, -100.19048000005182 25.684979999827306 0, -100.1904499995677 25.684739999551482 0, -100.19037000037508 25.683940000430823 0, -100.18863000017421 25.683809999831794 0, -100.18799000033812 25.683749999762824 0, -100.18777000008527 25.683740000201 0, -100.18740999967162 25.68360999960197 0, -100.18623000011428 25.683029999834787 0, -100.17923999972606 25.679390000148544 0, -100.17763999968611 25.67974999966293 0, -100.17730000019469 25.67980000017002 0, -100.17603000008427 25.680059999569494 0, -100.17584999987747 25.680119999638464 0, -100.17560999960165 25.68019999973035 0, -100.17428999988346 25.680500000075085 0, -100.17424999983746 25.68035999991423 0, -100.17418999976854 25.680159999684406 0, -100.1740699996306 25.67974999966293 0, -100.17399000043804 25.67943999975637 0, -100.17369999965513 25.679240000425864 0, -100.17360000043954 25.679049999757865 0, -100.17313000034909 25.67898000012707 0, -100.17278999995835 25.679100000264953 0, -100.17256999970556 25.67918999991872 0, -100.17241000042105 25.679149999872777 0, -100.1722300002142 25.678909999596954 0, -100.17190999984649 25.678409999921712 0, -100.17163000042405 25.678189999668916 0, -100.17106000021869 25.678149999622974 0, -100.1705500000823 25.67805000040738 0, -100.17028000022168 25.67795000029247 0, -100.1701200000378 25.67775999962447 0, -100.16985999973906 25.677600000339908 0, -100.16962999992438 25.677460000179053 0, -100.16946999974056 25.677380000087112 0, -100.16934999960267 25.677159999834316 0, -100.16917000029514 25.676580000067133 0, -100.16888999997337 25.67604999990772 0, -100.16913000024914 25.675929999769835 0, -100.17028000022168 25.674400000259993 0, -100.17178999970855 25.675780000047155 0, -100.17337199981779 25.676723000366337 0, -100.17396900036891 25.676748999766687 0, -100.17553799987866 25.67698099967356 0, -100.17667900033547 25.676965999881133 0, -100.17744599973292 25.67676000027393 0, -100.17861699977459 25.67608399967702 0, -100.17943000039406 25.675590000278476 0, -100.1795400000708 25.67574999956298 0, -100.17964999974754 25.675820000093097 0, -100.18269099968973 25.6776770002935 0, -100.18686000038855 25.679789999708873 0, -100.18686000038855 25.679809999731845 0, -100.18688000041152 25.68015000012258 0, -100.18715000027214 25.680390000398347 0, -100.18734000004082 25.680789999958677 0, -100.18768999999338 25.681489999863743 0, -100.18799000033812 25.681899999885275 0, -100.18828999978354 25.68220000023001 0, -100.18883999996586 25.682510000136574 0, -100.1893399996411 25.682619999813312 0, -100.1895700003551 25.682570000205487 0, -100.18974000010076 25.68249999967543 0, -100.19013000009926 25.682240000275954 0, -100.19048999961365 25.682880000112107 0, -100.19060999975153 25.682949999742846 0, -100.19076000037359 25.68294000018102 0, -100.19142000023265 25.682690000343428 0, -100.19156000039357 25.6827100003664 0, -100.19163999958619 25.682770000435312 0, -100.1916700000703 25.682880000112107 0, -100.19167999963213 25.68302000027296 0, -100.1915000003246 25.68401000006162 0, -100.19152000034757 25.685280000172042 0, -100.19152000034757 25.685779999847284 0, -100.19152999990939 25.6862299999147 0, -100.19154999993242 25.68665000039738 0, -100.1915400003706 25.686789999658913 0, -100.1915400003706 25.686869999750854 0, -100.1915400003706 25.687179999657417 0, -100.19146999984048 25.687190000118562 0, -100.191019999773 25.68727999977233 0, -100.19056000014376 25.6873399998413 0, -100.18968999959367 25.687459999979183 0))",
